,actual,"confidence_(0.5, 0.55]","confidence_(0.55, 0.6]","confidence_(0.6, 0.65]","confidence_(0.65, 0.7]","confidence_(0.7, 0.75]","confidence_(0.75, 0.8]","confidence_(0.8, 0.85]","confidence_(0.85, 0.9]","confidence_(0.9, 0.95]","confidence_(0.95, 1.0]","sc_(0.0, 0.05]","sc_(0.05, 0.1]","sc_(0.1, 0.15]","sc_(0.15, 0.2]","sc_(0.2, 0.25]","sc_(0.25, 0.3]","sc_(0.3, 0.35]","sc_(0.35, 0.4]","sc_(0.4, 0.45]","sc_(0.45, 0.5]","sc_(0.5, 0.55]","sc_(0.55, 0.6]","sc_(0.6, 0.65]","sc_(0.65, 0.7]","sc_(0.7, 0.75]","sc_(0.75, 0.8]","sc_(0.8, 0.85]","sc_(0.85, 0.9]","sc_(0.9, 0.95]","sc_(0.95, 1.0]",number_of_participants,own,topic,mean_sc,std_sc,min_sc,p25_sc,p50_sc,p75_sc,max_sc,mean_conf,std_conf,min_conf,p25_conf,p50_conf,p75_conf,max_conf,skew_own,skew_sc,skew_conf,skew_row_average,skew_row_skew,minority_percentage,real_expert_number,P_expert_number_rT,P_expert_number_rF,MEAN_P_expert_rT,MEAN_P_expert_rF,prelec_prediction,majority_prediction
Earth's atmosphere is mostly Nitrogen,1,0.0,0.15384615384615385,0.0,0.2307692307692308,0.0,0.07692307692307693,0.0,0.20512820512820512,0.0,0.2564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.15384615384615385,0.0,0.1282051282051282,0.02564102564102564,0.05128205128205128,0.1282051282051282,0.10256410256410256,0.0,0.1282051282051282,0.02564102564102564,0.02564102564102564,39,0.5641025641025641,trivia_nitrogen,0.6033333333333329,0.25147285438239264,0.0,0.5,0.6000000000000003,0.8000000000000005,0.9799999999999998,0.7948717948717954,0.1685053770010698,0.5,0.6999999999999995,0.8000000000000005,0.95,1.0,-0.26900266402535017,-0.7541619726363741,-0.19360706249262732,2.887919322946232,1.5216010085783365,0.43589743589743607,0,11,0.0,0,11,1,1
Florida,0,0.0,0.060606060606060615,0.0,0.12121212121212123,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.09090909090909093,0.0,0.5454545454545454,0.0,0.0,0.0,0.09090909090909093,0.0,0.0,0.030303030303030307,0.0,0.0,0.18181818181818185,0.030303030303030307,0.18181818181818185,0.030303030303030307,0.24242424242424246,0.060606060606060615,0.0,0.0,0.09090909090909093,0.030303030303030307,0.030303030303030307,33,0.30303030303030304,state,0.6169696969696971,0.20517499921537774,0.15000000000000002,0.5,0.6000000000000001,0.6999999999999996,1.0,0.866666666666667,0.17662931995188882,0.5,0.6999999999999996,1.0,1.0,1.0,0.8985654162419012,-0.4556497250497794,-0.9866975287481584,3.118115611976857,0.7070988642265388,0.3030303030303029,0,4,0.0,0,3,0,0
Genghis Khan's real name was Temujin,1,0.0,0.15384615384615385,0.0,0.1282051282051282,0.0,0.07692307692307693,0.0,0.02564102564102564,0.0,0.07692307692307693,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.10256410256410256,0.02564102564102564,0.4615384615384616,0.0,0.10256410256410256,0.05128205128205128,0.07692307692307693,0.02564102564102564,0.07692307692307693,0.0,0.0,0.0,0.0,39,0.5128205128205128,trivia_khan,0.5264102564102563,0.14537586818290207,0.10000000000000006,0.5,0.5,0.6000000000000003,0.8000000000000005,0.6128205128205125,0.15757953243310305,0.5,0.5,0.5,0.6999999999999995,1.0,-0.05337410177873343,-0.3754789064472601,1.3513311254424356,2.945198906684482,-0.6809638761412743,0.4871794871794869,0,7,0.0,0,0,1,1
Georgia,1,0.030303030303030307,0.060606060606060615,0.0,0.060606060606060615,0.0,0.15151515151515152,0.0,0.12121212121212123,0.030303030303030307,0.4848484848484849,0.0,0.030303030303030307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060606060606060615,0.0,0.030303030303030307,0.0,0.09090909090909093,0.060606060606060615,0.15151515151515152,0.060606060606060615,0.3333333333333333,0.030303030303030307,0.15151515151515152,33,0.9090909090909092,state,0.8115151515151515,0.1838838154263653,0.08999999999999997,0.75,0.8999999999999995,0.8999999999999995,1.0,0.8690909090909085,0.16619573618860609,0.5,0.8000000000000004,0.9499999999999996,1.0,1.0,-2.983408856980289,-2.1886653682904287,-1.0639982380364534,2.44643352590252,1.8328527144528899,0.09090909090909087,0,2,0.0,0,2,1,1
Grand Central in New York is the world's most used train station.,0,0.0,0.1282051282051282,0.0,0.20512820512820512,0.0,0.20512820512820512,0.0,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.02564102564102564,0.07692307692307693,0.0,0.1282051282051282,0.02564102564102564,0.1794871794871795,0.02564102564102564,0.10256410256410256,0.02564102564102564,0.2307692307692308,0.0,0.05128205128205128,0.02564102564102564,0.0,39,0.7692307692307693,trivia_station,0.6020512820512816,0.20892178701709965,0.0,0.5,0.6000000000000003,0.7899999999999994,0.9099999999999996,0.6974358974358977,0.14953820051847969,0.5,0.5500000000000004,0.6999999999999995,0.8000000000000005,0.8999999999999994,-1.3297187430879895,-0.7755976189402168,-0.05361016445363799,2.75786636694454,1.1489776771369355,0.23076923076923075,0,0,9.0,3,0,1,1
Hawaii,1,0.0,0.0,0.030303030303030307,0.0,0.0,0.21212121212121213,0.0,0.12121212121212123,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060606060606060615,0.0,0.0,0.0,0.09090909090909093,0.060606060606060615,0.18181818181818185,0.060606060606060615,0.2727272727272727,0.12121212121212123,0.15151515151515152,33,0.9696969696969696,state,0.8472727272727275,0.12686786253994556,0.5,0.8000000000000004,0.8999999999999995,0.9499999999999996,1.0,0.934545454545454,0.0970209677431542,0.6499999999999998,0.8999999999999995,1.0,1.0,1.0,-5.744562646538024,-1.2004217118734215,-1.2557186634538269,2.3652878175920398,5.089997610165624,0.03030303030303028,0,0,0.0,0,0,1,1
Idaho,1,0.0,0.09090909090909093,0.0,0.060606060606060615,0.0,0.18181818181818185,0.0,0.030303030303030307,0.030303030303030307,0.3939393939393939,0.0,0.030303030303030307,0.0,0.030303030303030307,0.0,0.0,0.0,0.030303030303030307,0.030303030303030307,0.15151515151515152,0.030303030303030307,0.09090909090909093,0.030303030303030307,0.21212121212121213,0.09090909090909093,0.12121212121212123,0.060606060606060615,0.030303030303030307,0.030303030303030307,0.030303030303030307,33,0.7575757575757576,state,0.6503030303030299,0.19580738061429231,0.10000000000000003,0.5,0.6999999999999996,0.8000000000000004,1.0,0.796969696969697,0.20309303361521366,0.5,0.6000000000000001,0.8000000000000004,1.0,1.0,-1.260097612788987,-0.8202226295438101,-0.3805561623842149,2.6950907958059385,2.262724313115096,0.24242424242424224,5,7,0.0,2,7,1,1
Illinois,0,0.0,0.030303030303030307,0.0,0.030303030303030307,0.030303030303030307,0.060606060606060615,0.060606060606060615,0.15151515151515152,0.060606060606060615,0.4545454545454545,0.0,0.0,0.0,0.060606060606060615,0.060606060606060615,0.0,0.09090909090909093,0.030303030303030307,0.0,0.060606060606060615,0.030303030303030307,0.060606060606060615,0.0,0.09090909090909093,0.030303030303030307,0.030303030303030307,0.060606060606060615,0.15151515151515152,0.12121212121212123,0.12121212121212123,33,0.5757575757575758,state,0.685151515151515,0.2742161694279854,0.2000000000000001,0.5,0.75,0.8999999999999995,1.0,0.8706060606060609,0.17179092296195744,0.5,0.8000000000000004,0.9499999999999996,1.0,1.0,-0.3213656478302573,-0.5325417138829762,-1.294363436977448,2.962968937908115,0.7745395770460749,0.424242424242424,5,0,14.0,5,0,0,1
Indiana,1,0.030303030303030307,0.15151515151515152,0.030303030303030307,0.030303030303030307,0.0,0.060606060606060615,0.0,0.09090909090909093,0.030303030303030307,0.4545454545454545,0.0,0.0,0.0,0.030303030303030307,0.0,0.0,0.030303030303030307,0.030303030303030307,0.0,0.09090909090909093,0.0,0.0,0.030303030303030307,0.12121212121212123,0.030303030303030307,0.24242424242424246,0.12121212121212123,0.18181818181818185,0.060606060606060615,0.030303030303030307,33,0.9090909090909092,state,0.745757575757576,0.19062447218009385,0.2000000000000001,0.6999999999999996,0.8000000000000004,0.8599999999999997,1.0,0.8209090909090906,0.1999275436933908,0.5,0.6000000000000001,0.8999999999999995,1.0,1.0,-2.983408856980289,-1.351862630726864,-0.5190639833545228,2.511076113030485,2.5063484091267245,0.09090909090909087,3,3,0.0,3,3,1,1
Iowa,1,0.060606060606060615,0.09090909090909093,0.0,0.060606060606060615,0.0,0.060606060606060615,0.030303030303030307,0.18181818181818185,0.0,0.2727272727272727,0.0,0.030303030303030307,0.0,0.0,0.0,0.0,0.0,0.030303030303030307,0.0,0.15151515151515152,0.0,0.2727272727272727,0.0,0.21212121212121213,0.060606060606060615,0.060606060606060615,0.060606060606060615,0.12121212121212123,0.0,0.0,33,0.8181818181818182,state,0.6533333333333334,0.17050781995752182,0.07000000000000002,0.6000000000000001,0.66,0.75,0.8999999999999995,0.7618181818181818,0.205813242793293,0.5,0.5500000000000003,0.8000000000000004,0.9899999999999994,1.0,-1.729545743043708,-1.0472323046637868,-0.14944004183289036,2.640231005647332,0.9766988756886691,0.1818181818181817,0,3,0.0,0,3,1,1
Japan has the world's highest life expectancy,0,0.0,0.1794871794871795,0.0,0.1794871794871795,0.0,0.2307692307692308,0.0,0.3076923076923077,0.0,0.0,0.0,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.0,0.10256410256410256,0.0,0.02564102564102564,0.1794871794871795,0.0,0.05128205128205128,0.05128205128205128,0.15384615384615385,0.1282051282051282,0.10256410256410256,0.0,0.05128205128205128,0.02564102564102564,0.02564102564102564,39,0.7179487179487181,trivia_japan,0.5984615384615387,0.22001840188036967,0.10000000000000006,0.5,0.6200000000000001,0.75,0.9899999999999998,0.7461538461538455,0.1373550026796754,0.5,0.6000000000000003,0.8000000000000005,0.8999999999999994,0.8999999999999994,-1.0078500945374314,-0.4254385967134695,-0.3971244966876189,2.8001824689177646,1.3474556592658042,0.2820512820512822,5,11,11.0,5,11,1,1
Joan of Arc fought at the Battle of Agincourt,0,0.0,0.28205128205128205,0.0,0.02564102564102564,0.0,0.07692307692307693,0.0,0.10256410256410256,0.0,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.35897435897435903,0.07692307692307693,0.15384615384615385,0.05128205128205128,0.10256410256410256,0.0,0.07692307692307693,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,39,0.6923076923076923,trivia_joan,0.5805128205128204,0.16418777308712426,0.20000000000000007,0.5,0.5500000000000004,0.6550000000000004,1.0,0.6230769230769229,0.15970620800236274,0.5,0.5,0.6000000000000003,0.6499999999999996,1.0,-0.8670439889603676,0.5642770483963869,1.1945196317564442,2.855009885055462,0.8013863794581935,0.3076923076923078,3,10,12.0,1,10,1,1
Johannesburg is one of South Africa's three capital cities,0,0.0,0.07692307692307693,0.0,0.28205128205128205,0.0,0.1794871794871795,0.0,0.07692307692307693,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.3333333333333333,0.02564102564102564,0.10256410256410256,0.02564102564102564,0.07692307692307693,0.10256410256410256,0.1282051282051282,0.0,0.10256410256410256,0.0,0.02564102564102564,39,0.7692307692307693,trivia_jhb,0.6371794871794875,0.16187956403561787,0.40000000000000013,0.5,0.6000000000000003,0.7549999999999998,1.0,0.6615384615384619,0.14620710727807834,0.5,0.5,0.6999999999999995,0.8000000000000005,1.0,-1.3297187430879889,0.4207230783022099,0.3456567209920221,2.7211225785932665,0.23267565479676486,0.23076923076923075,4,7,9.0,7,7,1,1
Jupiter was first discovered by Galileo Galilei,0,0.0,0.3333333333333333,0.0,0.1794871794871795,0.0,0.10256410256410256,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.05128205128205128,0.0,0.3076923076923077,0.02564102564102564,0.1794871794871795,0.02564102564102564,0.10256410256410256,0.07692307692307693,0.07692307692307693,0.02564102564102564,0.05128205128205128,0.0,0.0,39,0.7692307692307693,trivia_jupiter,0.5846153846153849,0.17238033460080354,0.20000000000000007,0.5,0.6000000000000003,0.6999999999999995,0.8999999999999994,0.6307692307692312,0.1238714234787664,0.5,0.5,0.6000000000000003,0.6999999999999995,0.8999999999999994,-1.329718743087989,-0.3163489663387812,0.774071440762671,2.8175274376177133,1.7143890596092872,0.23076923076923075,6,9,9.0,4,9,1,1
Kansas,0,0.0,0.15151515151515152,0.0,0.12121212121212123,0.060606060606060615,0.0,0.030303030303030307,0.060606060606060615,0.0,0.3333333333333333,0.0,0.0,0.0,0.030303030303030307,0.0,0.030303030303030307,0.12121212121212123,0.18181818181818185,0.0,0.21212121212121213,0.060606060606060615,0.060606060606060615,0.0,0.060606060606060615,0.030303030303030307,0.060606060606060615,0.09090909090909093,0.060606060606060615,0.0,0.0,33,0.5151515151515151,state,0.5454545454545452,0.20043843988072305,0.2000000000000001,0.4000000000000002,0.5,0.6999999999999996,0.8999999999999995,0.7557575757575763,0.20607993447674475,0.5,0.6000000000000001,0.6999999999999996,1.0,1.0,-0.06356028168669532,0.35555539794229835,0.04549373349624803,3.0882504185694266,0.5462857369830515,0.4848484848484845,5,0,16.0,10,0,0,1
Kentucky,0,0.0,0.12121212121212123,0.030303030303030307,0.15151515151515152,0.0,0.18181818181818185,0.030303030303030307,0.09090909090909093,0.0,0.18181818181818185,0.0,0.0,0.0,0.060606060606060615,0.0,0.0,0.09090909090909093,0.12121212121212123,0.0,0.2727272727272727,0.0,0.09090909090909093,0.0,0.09090909090909093,0.030303030303030307,0.18181818181818185,0.030303030303030307,0.030303030303030307,0.0,0.0,33,0.4848484848484849,state,0.5630303030303027,0.19360857497288264,0.2000000000000001,0.4000000000000002,0.5,0.75,0.8999999999999995,0.7381818181818182,0.17840358995572633,0.5,0.6000000000000001,0.6999999999999996,0.8999999999999995,1.0,0.06356028168669535,-0.06080650430587475,0.09775374715618493,3.018045089204473,0.6633966155258678,0.4848484848484845,0,0,0.0,0,0,0,0
Lake Baikal is the deepest lake in the world.,1,0.0,0.1794871794871795,0.0,0.10256410256410256,0.0,0.10256410256410256,0.0,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.38461538461538464,0.02564102564102564,0.15384615384615385,0.1282051282051282,0.1282051282051282,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,39,0.5897435897435898,trivia_baikal,0.5441025641025637,0.14265744669843036,0.10000000000000006,0.5,0.5,0.6400000000000003,0.8000000000000005,0.58974358974359,0.12522584186574728,0.5,0.5,0.5,0.6499999999999996,0.8999999999999994,-0.37966145557153785,-0.9795266786149244,1.2201056822304959,2.9313423792249877,-0.41947431291494697,0.4102564102564105,0,5,0.0,0,5,1,1
Leptons are made up of quarks,0,0.0,0.15384615384615385,0.0,0.1282051282051282,0.0,0.02564102564102564,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.07692307692307693,0.02564102564102564,0.5384615384615384,0.05128205128205128,0.10256410256410256,0.0,0.0,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.0,0.0,39,0.41025641025641024,trivia_leptons,0.5366666666666665,0.13902542995955314,0.20000000000000007,0.5,0.5,0.5500000000000004,0.8999999999999994,0.5794871794871798,0.12392588442818972,0.5,0.5,0.5,0.6000000000000003,0.8999999999999994,0.3796614555715379,0.7703796720643893,1.548536591605156,3.0133534738636314,-0.43798266080349496,0.4102564102564105,0,16,0.0,8,16,0,0
Louisiana,0,0.0,0.12121212121212123,0.0,0.060606060606060615,0.0,0.09090909090909093,0.0,0.15151515151515152,0.030303030303030307,0.4848484848484849,0.0,0.060606060606060615,0.0,0.12121212121212123,0.030303030303030307,0.0,0.0,0.060606060606060615,0.030303030303030307,0.21212121212121213,0.0,0.030303030303030307,0.0,0.12121212121212123,0.030303030303030307,0.15151515151515152,0.0,0.12121212121212123,0.030303030303030307,0.0,33,0.42424242424242425,state,0.5636363636363638,0.26029812453485657,0.05000000000000005,0.4000000000000002,0.5,0.8000000000000004,0.9499999999999996,0.8681818181818176,0.16947445503405775,0.5,0.8000000000000004,0.9499999999999996,1.0,1.0,0.32136564783025706,-0.3547317710608985,-1.0256850481321391,3.2321835959157847,0.31933481048827794,0.424242424242424,0,0,0.0,0,0,0,0
Maine,0,0.0,0.21212121212121213,0.0,0.09090909090909093,0.0,0.09090909090909093,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.060606060606060615,0.030303030303030307,0.0,0.0,0.060606060606060615,0.0,0.15151515151515152,0.12121212121212123,0.15151515151515152,0.0,0.18181818181818185,0.060606060606060615,0.09090909090909093,0.030303030303030307,0.060606060606060615,0.0,0.0,33,0.5757575757575758,state,0.6030303030303029,0.18111606859423127,0.2000000000000001,0.5,0.6000000000000001,0.6999999999999996,0.8999999999999995,0.7324242424242429,0.20992603314962974,0.5,0.5,0.6999999999999996,1.0,1.0,-0.3213656478302573,-0.53497440317599,0.29501729310839303,2.9720242824925167,1.150070482141295,0.424242424242424,6,0,14.0,8,0,0,1
Malignant Melanoma- 2349 019474HB.jpg,1,0.0,0.0,0.0,0.04,0.0,0.16,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.12,0.0,0.04,0.0,0.16,0.0,0.12,25,1.0,dermatology,0.8153846153846155,0.16251232694862378,0.5,0.7,0.9000000000000002,0.9000000000000002,1.0,0.8846153846153849,0.09870962335856492,0.7,0.8,0.9000000000000002,1.0,1.0,0.0,-0.5661869367272789,-0.2617507766219299,2.359308478108392,1.908265172746036,0.0,0,0,0.0,0,0,1,1
Malignant melanoma 2074 -019672HB.jpg,1,0.0,0.0,0.0,0.2,0.0,0.08,0.0,0.16,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.08,0.0,0.12,0.0,0.04,0.0,0.12,0.0,0.08,0.0,0.04,25,0.4615384615384616,dermatology,0.7,0.1825741858350554,0.4,0.5999999999999999,0.7,0.8,1.0,0.8230769230769232,0.11657505560686475,0.7,0.7,0.8,0.9000000000000002,1.0,0.17520438393807816,0.0,0.22070749063081285,2.8160098758900025,-0.2335744061383225,0.4615384615384616,0,3,6.0,0,3,0,0
Marie Antoinette was married to Louis XVI,1,0.0,0.20512820512820512,0.0,0.1794871794871795,0.0,0.10256410256410256,0.0,0.05128205128205128,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.28205128205128205,0.10256410256410256,0.1282051282051282,0.07692307692307693,0.10256410256410256,0.0,0.05128205128205128,0.10256410256410256,0.02564102564102564,0.0,0.0,39,0.8205128205128205,trivia_louis,0.5966666666666673,0.14551782913612762,0.34999999999999976,0.5,0.5500000000000004,0.6999999999999995,0.8999999999999994,0.633333333333333,0.14926721593968986,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-1.7379543996168754,0.5198655141929401,0.9915788541212648,2.740916393488987,-0.02170644368625296,0.17948717948717954,1,5,0.0,1,5,1,1
Maryland,0,0.030303030303030307,0.09090909090909093,0.0,0.030303030303030307,0.09090909090909093,0.21212121212121213,0.030303030303030307,0.060606060606060615,0.0,0.3636363636363637,0.0,0.030303030303030307,0.0,0.030303030303030307,0.030303030303030307,0.0,0.030303030303030307,0.030303030303030307,0.0,0.09090909090909093,0.0,0.060606060606060615,0.0,0.12121212121212123,0.030303030303030307,0.30303030303030304,0.030303030303030307,0.18181818181818185,0.0,0.030303030303030307,33,0.696969696969697,state,0.6872727272727274,0.22693986988948106,0.08999999999999997,0.6000000000000001,0.8000000000000004,0.8000000000000004,1.0,0.8181818181818176,0.17445369273561082,0.5,0.75,0.8000000000000004,1.0,1.0,-0.8985654162419018,-1.1736603754906765,-0.5263698958594444,2.7558813380802016,1.3227468205408692,0.3030303030303029,4,0,10.0,7,0,0,1
Massachusetts,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212121212123,0.18181818181818185,0.6666666666666666,33,0.9696969696969696,state,0.9475757575757582,0.17399767065664815,0.0,0.9499999999999996,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-5.744562646538024,-5.357361522087966,0.0,2.352956816527667,5.743441818723457,0.03030303030303028,0,0,0.0,0,0,0,1
Memphis is the state capital of Tennessee,0,0.0,0.1794871794871795,0.0,0.2307692307692308,0.0,0.10256410256410256,0.0,0.2307692307692308,0.0,0.1794871794871795,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.05128205128205128,0.0,0.02564102564102564,0.15384615384615385,0.02564102564102564,0.2307692307692308,0.0,0.02564102564102564,0.05128205128205128,0.10256410256410256,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.05128205128205128,39,0.4615384615384616,trivia_Memphis,0.6076923076923074,0.2445453519284257,0.10000000000000006,0.5,0.6000000000000003,0.8000000000000005,1.0,0.7769230769230762,0.1613455566911206,0.5,0.6499999999999996,0.8000000000000005,0.8999999999999994,1.0,0.16054535047329546,-0.3052905042756359,-0.07948267973948311,2.988318007802888,1.0137503000676749,0.4615384615384615,0,0,0.0,0,0,0,0
Michigan,0,0.0,0.09090909090909093,0.0,0.12121212121212123,0.060606060606060615,0.060606060606060615,0.030303030303030307,0.15151515151515152,0.030303030303030307,0.3939393939393939,0.0,0.0,0.0,0.12121212121212123,0.0,0.0,0.15151515151515152,0.0,0.0,0.060606060606060615,0.0,0.060606060606060615,0.0,0.060606060606060615,0.060606060606060615,0.15151515151515152,0.12121212121212123,0.15151515151515152,0.060606060606060615,0.0,33,0.5454545454545454,state,0.6396969696969702,0.2673420660932921,0.15000000000000002,0.30000000000000004,0.75,0.8500000000000004,0.9499999999999996,0.8481818181818179,0.16388743365215938,0.5,0.6999999999999996,0.8999999999999995,1.0,1.0,-0.19138576740891994,-0.6493637355750271,-0.7467924368657605,3.0244697974712014,0.6673242425505531,0.4545454545454546,6,0,15.0,4,0,0,1
Minnesota,0,0.0,0.21212121212121213,0.060606060606060615,0.09090909090909093,0.09090909090909093,0.060606060606060615,0.0,0.09090909090909093,0.0,0.24242424242424246,0.0,0.0,0.0,0.12121212121212123,0.0,0.0,0.060606060606060615,0.09090909090909093,0.0,0.060606060606060615,0.0,0.12121212121212123,0.0,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.12121212121212123,0.030303030303030307,0.030303030303030307,33,0.6666666666666666,state,0.6290909090909089,0.2514751930653851,0.15000000000000002,0.4000000000000002,0.6999999999999996,0.8500000000000004,1.0,0.745757575757576,0.1832864953943399,0.5,0.6000000000000001,0.6999999999999996,0.8999999999999995,1.0,-0.7412338898758746,-0.5056633809736369,0.23950394081109835,2.89643826068451,0.9924830131328238,0.33333333333333337,4,0,11.0,3,0,0,1
Mississippi,1,0.09090909090909093,0.24242424242424246,0.060606060606060615,0.030303030303030307,0.030303030303030307,0.09090909090909093,0.0,0.030303030303030307,0.0,0.15151515151515152,0.0,0.030303030303030307,0.0,0.0,0.0,0.0,0.030303030303030307,0.0,0.0,0.21212121212121213,0.060606060606060615,0.15151515151515152,0.0,0.24242424242424246,0.12121212121212123,0.12121212121212123,0.0,0.030303030303030307,0.0,0.0,33,0.6666666666666666,state,0.6263636363636362,0.15816957241000446,0.10000000000000003,0.5,0.6999999999999996,0.7300000000000003,0.8900000000000003,0.6657575757575755,0.17649416249252955,0.5,0.5,0.6000000000000001,0.8000000000000004,1.0,-0.7412338898758746,-1.2312760064693995,0.9398379784348102,2.7980322383642484,1.7141161848797404,0.33333333333333337,0,10,0.0,9,10,1,1
Missouri,0,0.060606060606060615,0.15151515151515152,0.060606060606060615,0.060606060606060615,0.030303030303030307,0.12121212121212123,0.0,0.060606060606060615,0.030303030303030307,0.21212121212121213,0.0,0.0,0.0,0.09090909090909093,0.030303030303030307,0.0,0.0,0.09090909090909093,0.060606060606060615,0.21212121212121213,0.030303030303030307,0.09090909090909093,0.0,0.12121212121212123,0.0,0.12121212121212123,0.0,0.09090909090909093,0.030303030303030307,0.030303030303030307,33,0.3939393939393939,state,0.5881818181818183,0.22078630145253791,0.2000000000000001,0.4499999999999997,0.5500000000000003,0.8000000000000004,0.9899999999999994,0.7263636363636364,0.1921883545805096,0.5,0.5500000000000003,0.6999999999999996,0.8999999999999995,1.0,0.4550735891084457,-0.025664743405717862,0.28213627526762786,3.0746920092843943,0.478212533385577,0.393939393939394,0,4,0.0,0,4,0,0
Montana,0,0.060606060606060615,0.060606060606060615,0.0,0.0,0.060606060606060615,0.09090909090909093,0.0,0.12121212121212123,0.0,0.30303030303030304,0.0,0.0,0.0,0.0,0.0,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.0,0.30303030303030304,0.0,0.24242424242424246,0.060606060606060615,0.12121212121212123,0.0,0.09090909090909093,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.0,33,0.3939393939393939,state,0.6027272727272728,0.14944214447556128,0.30000000000000004,0.5,0.6000000000000001,0.6999999999999996,0.9499999999999996,0.7484848484848488,0.21505989299671294,0.5,0.5,0.8000000000000004,1.0,1.0,0.4550735891084456,0.4232284158218571,-0.03942264705848162,3.0684778859764736,-0.17949663206689012,0.393939393939394,0,0,0.0,0,0,0,0
More living languages originate in N/S America than Europe,1,0.0,0.20512820512820512,0.0,0.2307692307692308,0.0,0.20512820512820512,0.0,0.10256410256410256,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.0,0.07692307692307693,0.0,0.05128205128205128,0.3333333333333333,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.15384615384615385,0.05128205128205128,0.07692307692307693,0.02564102564102564,0.0,0.0,0.0,39,0.3076923076923077,trivia_living,0.5384615384615389,0.18168130659479506,0.10000000000000006,0.5,0.5,0.6999999999999995,0.8500000000000005,0.6948717948717944,0.14680584734646898,0.5,0.6000000000000003,0.6999999999999995,0.8000000000000005,1.0,0.8670439889603676,-0.402162788608292,0.30337960823954074,3.1624768909781302,0.7946303351369008,0.3076923076923078,0,0,12.0,0,0,0,0
More people speak Kyrgyz than Uzbek,0,0.0,0.2307692307692308,0.0,0.05128205128205128,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.07692307692307693,0.5384615384615384,0.0,0.10256410256410256,0.05128205128205128,0.0,0.0,0.10256410256410256,0.0,0.02564102564102564,0.0,0.02564102564102564,39,0.35897435897435903,trivia_kyrgyz,0.5507692307692305,0.15244299392481486,0.25,0.5,0.5,0.6000000000000003,1.0,0.5794871794871798,0.1104523883601751,0.5,0.5,0.5,0.6000000000000003,0.8000000000000005,0.6117599486651398,1.0489976723636234,1.17057886392432,3.027396371947774,-0.4538542727195944,0.3589743589743591,3,7,0.0,3,8,0,0
